Kode,Provinsi,Kabupaten,Jenjang,Baik,Rusak_Ringan,Rusak_Sedang,Rusak_Berat,Jumlah,pct_Baik,pct_Rusak_Ringan,pct_Rusak_Sedang,pct_Rusak_Berat,Rasio_siswa,Rasio_ruang_kelas,pct_anggaran_2016
3577,"Kota Madiun, Jawa Timur",Kota,SLB,50,35,1,1,87, 57.5 , 40.2 , 1.1 , 1.1 ,43,13.67,23.1
3573,"Kota Malang, Jawa Timur",Kota,SLB,34,0,0,0,34, 100.0 , -   , -   , -   ,49.75,10.25,22.7
3576,"Kota Mojokerto, Jawa Timur",Kota,SLB,17,31,0,0,48, 35.4 , 64.6 , -   , -   ,50.5,9.75,13
3575,"Kota Pasuruan, Jawa Timur",Kota,SLB,0,10,0,0,10, -   , 100.0 , -   , -   ,80.5,6.5,11.3
3578,"Kota Surabaya, Jawa Timur",Kota,SLB,115,184,0,0,299, 38.5 , 61.5 , -   , -   ,33.44,6.02,17.6
6102,"Kab. Bengkayang, Kalimantan Barat",Kab,SLB,6,0,0,0,6, 100.0 , -   , -   , -   ,0,0,11.7
6108,"Kab. Kapuas Hulu, Kalimantan Barat",Kab,SLB,4,6,0,0,10, 40.0 , 60.0 , -   , -   ,62,9,9.9
6111,"Kab. Kayong Utara, Kalimantan Barat",Kab,SLB,6,0,0,0,6, 100.0 , -   , -   , -   ,8,1,12.3
6106,"Kab. Ketapang, Kalimantan Barat",Kab,SLB,4,28,0,0,32, 12.5 , 87.5 , -   , -   ,77,25,9.1
6112,"Kab. Kuburaya, Kalimantan Barat",Kab,SLB,0,7,2,0,9, -   , 77.8 , 22.2 , -   ,38,8,15.1
6103,"Kab. Landak, Kalimantan Barat",Kab,SLB,0,10,1,0,11, -   , 90.9 , 9.1 , -   ,38,10,12.6
6110,"Kab. Melawi, Kalimantan Barat",Kab,SLB,0,8,0,0,8, -   , 100.0 , -   , -   ,54,7,9.6
6104,"Kab. Mempawah, Kalimantan Barat",Kab,SLB,0,15,0,0,15, -   , 100.0 , -   , -   ,60,12,12.5
6101,"Kab. Sambas, Kalimantan Barat",Kab,SLB,7,0,0,0,7, 100.0 , -   , -   , -   ,64,5,13.1
6109,"Kab. Sekadau, Kalimantan Barat",Kab,SLB,0,3,0,0,3, -   , 100.0 , -   , -   ,29,3,10.4
6171,"Kota Pontianak, Kalimantan Barat",Kota,SLB,31,37,0,0,68, 45.6 , 54.4 , -   , -   ,103,12.67,18.6
6172,"Kota Singkawang, Kalimantan Barat",Kota,SLB,10,19,0,0,29, 34.5 , 65.5 , -   , -   ,84.67,9.33,14.5
6311,"Kab. Balangan, Kalimantan Selatan",Kab,SLB,11,0,0,0,11, 100.0 , -   , -   , -   ,42,8,12
6303,"Kab. Banjar, Kalimantan Selatan",Kab,SLB,0,26,0,0,26, -   , 100.0 , -   , -   ,50.4,3.8,14.7
6304,"Kab. Barito Kuala, Kalimantan Selatan",Kab,SLB,4,10,0,0,14, 28.6 , 71.4 , -   , -   ,45,12,11.9
6306,"Kab. Hulu Sungai Selatan, Kalimantan Selatan",Kab,SLB,21,1,0,0,22, 95.5 , 4.5 , -   , -   ,131,11,11.4
6309,"Kab. Tabalong, Kalimantan Selatan",Kab,SLB,9,12,0,0,21, 42.9 , 57.1 , -   , -   ,89,13,15.8
6310,"Kab. Tanah Bumbu, Kalimantan Selatan",Kab,SLB,11,0,0,0,11, 100.0 , -   , -   , -   ,53,10,12.8
6301,"Kab. Tanah Laut, Kalimantan Selatan",Kab,SLB,0,1,0,0,1, -   , 100.0 , -   , -   ,52.67,10.67,14.4
6372,"Kota Banjarbaru, Kalimantan Selatan",Kota,SLB,15,67,0,0,82, 18.3 , 81.7 , -   , -   ,126.5,39,12.2
6371,"Kota Banjarmasin, Kalimantan Selatan",Kota,SLB,7,13,26,0,46, 15.2 , 28.3 , 56.5 , -   ,50.3,9.1,19.5
6204,"Kab. Barito Selatan, Kalimantan Tengah",Kab,SLB,16,11,0,0,27, 59.3 , 40.7 , -   , -   ,40,9,16.5
6212,"Kab. Barito Timur, Kalimantan Tengah",Kab,SLB,0,8,0,0,8, -   , 100.0 , -   , -   ,24,7,9.8
6205,"Kab. Barito Utara, Kalimantan Tengah",Kab,SLB,1,12,0,0,13, 7.7 , 92.3 , -   , -   ,56,17,13.1
6211,"Kab. Gunung Mas, Kalimantan Tengah",Kab,SLB,1,6,0,0,7, 14.3 , 85.7 , -   , -   ,22,7,13.4
6203,"Kab. Kapuas, Kalimantan Tengah",Kab,SLB,5,0,0,0,5, 100.0 , -   , -   , -   ,37,8,11.8
6209,"Kab. Katingan, Kalimantan Tengah",Kab,SLB,0,15,0,0,15, -   , 100.0 , -   , -   ,46,9,12.3
6202,"Kab. Kotawaringin Timur, Kalimantan Tengah",Kab,SLB,0,13,0,0,13, -   , 100.0 , -   , -   ,42.33,7.33,12.9
6207,"Kab. Lamandau, Kalimantan Tengah",Kab,SLB,0,6,0,0,6, -   , 100.0 , -   , -   ,22,2,9.8
6213,"Kab. Murung Raya, Kalimantan Tengah",Kab,SLB,0,6,0,0,6, -   , 100.0 , -   , -   ,22,6,11.8
6210,"Kab. Pulang Pisau, Kalimantan Tengah",Kab,SLB,5,0,0,0,5, 100.0 , -   , -   , -   ,51,8,11.4
6208,"Kab. Seruyan, Kalimantan Tengah",Kab,SLB,6,4,0,0,10, 60.0 , 40.0 , -   , -   ,27,7,9.7
6271,"Kota Palangka Raya, Kalimantan Tengah",Kota,SLB,8,39,0,0,47, 17.0 , 83.0 , -   , -   ,97.67,11.67,12.4
6405,"Kab. Berau, Kalimantan Timur",Kab,SLB,0,20,0,0,20, -   , 100.0 , -   , -   ,89,16,15.3
6402,"Kab. Kutai Barat, Kalimantan Timur",Kab,SLB,0,0,0,6,6, -   , -   , -   , 100.0 ,79,5,5.6
6403,"Kab. Kutai Kartanegara, Kalimantan Timur",Kab,SLB,32,4,0,0,36, 88.9 , 11.1 , -   , -   ,66.67,8.67,15.1
6404,"Kab. Kutai Timur, Kalimantan Timur",Kab,SLB,3,7,0,0,10, 30.0 , 70.0 , -   , -   ,35.67,3,15.8
6401,"Kab. Paser, Kalimantan Timur",Kab,SLB,9,0,0,0,9, 100.0 , -   , -   , -   ,66,9,14.4
6409,"Kab. Penajam Paser Utara, Kalimantan Timur",Kab,SLB,8,0,0,0,8, 100.0 , -   , -   , -   ,41,13,15.7
6471,"Kota Balikpapan, Kalimantan Timur",Kota,SLB,72,0,0,0,72, 100.0 , -   , -   , -   ,170.67,19,16
6474,"Kota Bontang, Kalimantan Timur",Kota,SLB,41,9,0,1,51, 80.4 , 17.6 , -   , 2.0 ,50.5,8.5,14.9
6472,"Kota Samarinda, Kalimantan Timur",Kota,SLB,30,84,10,3,127, 23.6 , 66.1 , 7.9 , 2.4 ,48.67,7.42,18
6502,"Kab. Bulungan, Kalimantan Utara",Kab,SLB,10,0,0,0,10, 100.0 , -   , -   , -   ,36,9,16.9
6501,"Kab. Malinau, Kalimantan Utara",Kab,SLB,7,6,0,0,13, 53.8 , 46.2 , -   , -   ,59,12,12.6
6504,"Kab. Nunukan, Kalimantan Utara",Kab,SLB,5,0,0,0,5, 100.0 , -   , -   , -   ,67,11,13.2
6571,"Kota Tarakan, Kalimantan Utara",Kota,SLB,0,2,0,0,2, -   , 100.0 , -   , -   ,170,18,17.1
2102,"Kab. Bintan, Kepulauan Riau",Kab,SLB,3,4,0,0,7, 42.9 , 57.1 , -   , -   ,34.5,3,15.3
2101,"Kab. Karimun, Kepulauan Riau",Kab,SLB,29,24,0,0,53, 54.7 , 45.3 , -   , -   ,90,10.67,16.7
2171,"Kota Batam, Kepulauan Riau",Kota,SLB,44,23,0,0,67, 65.7 , 34.3 , -   , -   ,86.6,13,19.8
2172,"Kota Tanjungpinang, Kepulauan Riau",Kota,SLB,0,41,0,0,41, -   , 100.0 , -   , -   ,125.5,21,13.1
1803,"Kab. Lampung Selatan, Lampung",Kab,SLB,0,16,0,0,16, -   , 100.0 , -   , -   ,54,8,11.1
1805,"Kab. Lampung Tengah, Lampung",Kab,SLB,8,27,0,2,37, 21.6 , 73.0 , -   , 5.4 ,59.67,7,19
1804,"Kab. Lampung Timur, Lampung",Kab,SLB,16,0,0,0,16, 100.0 , -   , -   , -   ,115,17,11.8
1806,"Kab. Lampung Utara, Lampung",Kab,SLB,2,10,0,0,12, 16.7 , 83.3 , -   , -   ,60,9,20
1810,"Kab. Pringsewu, Lampung",Kab,SLB,0,35,1,0,36, -   , 97.2 , 2.8 , -   ,147,35,12.9
1802,"Kab. Tanggamus, Lampung",Kab,SLB,11,0,0,0,11, 100.0 , -   , -   , -   ,0,0,13.8
1808,"Kab. Tulang Bawang, Lampung",Kab,SLB,5,0,0,0,5, 100.0 , -   , -   , -   ,22,5,9.6
1807,"Kab. Way Kanan, Lampung",Kab,SLB,0,12,0,0,12, -   , 100.0 , -   , -   ,40,8,13.3
1871,"Kota Bandar Lampung, Lampung",Kota,SLB,46,78,3,0,127, 36.2 , 61.4 , 2.4 , -   ,101,12.83,17.9
1872,"Kota Metro, Lampung",Kota,SLB,56,16,0,1,73, 76.7 , 21.9 , -   , 1.4 ,56.2,11.6,12.3
8109,"Kab. Buru Selatan, Maluku",Kab,SLB,0,9,0,0,9, -   , 100.0 , -   , -   ,30,9,10.2
8103,"Kab. Maluku Tengah, Maluku",Kab,SLB,15,0,0,0,15, 100.0 , -   , -   , -   ,55,7.5,15
8102,"Kab. Maluku Tenggara, Maluku",Kab,SLB,9,1,0,0,10, 90.0 , 10.0 , -   , -   ,96,8,0
8101,"Kab. Maluku Tenggara Barat, Maluku",Kab,SLB,4,2,1,1,8, 50.0 , 25.0 , 12.5 , 12.5 ,44,8,0
8106,"Kab. Seram Bagian Barat, Maluku",Kab,SLB,0,6,0,0,6, -   , 100.0 , -   , -   ,23,0,11.7
8171,"Kota Ambon, Maluku",Kota,SLB,16,27,0,3,46, 34.8 , 58.7 , -   , 6.5 ,77.6,4.8,23.1
8201,"Kab. Halmahera Barat, Maluku Utara",Kab,SLB,17,4,0,0,21, 81.0 , 19.0 , -   , -   ,62,7,2.2
8204,"Kab. Halmahera Selatan, Maluku Utara",Kab,SLB,0,23,0,0,23, -   , 100.0 , -   , -   ,117,15,7.6
8202,"Kab. Halmahera Tengah, Maluku Utara",Kab,SLB,3,0,0,0,3, 100.0 , -   , -   , -   ,0,0,8.7
8206,"Kab. Halmahera Timur, Maluku Utara",Kab,SLB,0,0,0,0,0,,,,,0,0,6.8
8205,"Kab. halmahera Utara, Maluku Utara",Kab,SLB,3,8,0,0,11, 27.3 , 72.7 , -   , -   ,90,9,0.7
8207,"Kab. Kepulauan Morotai, Maluku Utara",Kab,SLB,0,0,0,0,0,,,,,69,0,8
8203,"Kab. Kepulauan Sula, Maluku Utara",Kab,SLB,0,9,0,0,9, -   , 100.0 , -   , -   ,41,0,9
8271,"Kota Ternate, Maluku Utara",Kota,SLB,13,17,1,0,31, 41.9 , 54.8 , 3.2 , -   ,46.8,15.2,18
8272,"Kota Tidore Kepulauan, Maluku Utara",Kota,SLB,15,8,0,0,23, 65.2 , 34.8 , -   , -   ,44.33,12.33,14.9
5206,"Kab. Bima, Nusa Tenggara Barat",Kab,SLB,19,45,4,2,70, 27.1 , 64.3 , 5.7 , 2.9 ,68.78,3,14.3
5205,"Kab. Dompu, Nusa Tenggara Barat",Kab,SLB,1,40,0,7,48, 2.1 , 83.3 , -   , 14.6 ,74.17,6.83,16.5
5201,"Kab. Lombok Barat, Nusa Tenggara Barat",Kab,SLB,13,36,0,0,49, 26.5 , 73.5 , -   , -   ,53,13.67,13.9
5202,"Kab. Lombok Tengah, Nusa Tenggara Barat",Kab,SLB,49,36,0,0,85, 57.6 , 42.4 , -   , -   ,69.25,9.25,19.8
5203,"Kab. Lombok Timur, Nusa Tenggara Barat",Kab,SLB,3,28,1,0,32, 9.4 , 87.5 , 3.1 , -   ,64.25,5.25,15.1
5208,"Kab. Lombok Utara, Nusa Tenggara Barat",Kab,SLB,0,4,0,0,4, -   , 100.0 , -   , -   ,14,0,10.1
5204,"Kab. Sumbawa, Nusa Tenggara Barat",Kab,SLB,22,20,1,0,43, 51.2 , 46.5 , 2.3 , -   ,67.5,11,12.9
5207,"Kab. Sumbawa Barat, Nusa Tenggara Barat",Kab,SLB,5,1,0,0,6, 83.3 , 16.7 , -   , -   ,68,11,10
5272,"Kota Bima, Nusa Tenggara Barat",Kota,SLB,60,128,12,27,227, 26.4 , 56.4 , 5.3 , 11.9 ,84,22.4,17.2
5271,"Kota Mataram, Nusa Tenggara Barat",Kota,SLB,21,30,6,0,57, 36.8 , 52.6 , 10.5 , -   ,88.33,17,15
5307,"Kab. Alor, Nusa Tenggara Timur",Kab,SLB,0,17,3,1,21, -   , 81.0 , 14.3 , 4.8 ,30.5,3,13.3
5306,"Kab. Belu, Nusa Tenggara Timur",Kab,SLB,0,37,0,0,37, -   , 100.0 , -   , -   ,74,24,9.5
5311,"Kab. Ende, Nusa Tenggara Timur",Kab,SLB,6,16,0,0,22, 27.3 , 72.7 , -   , -   ,116,20,15.8
5309,"Kab. Flores Timur, Nusa Tenggara Timur",Kab,SLB,0,11,0,0,11, -   , 100.0 , -   , -   ,139,13,10.6
5303,"Kab. Kupang, Nusa Tenggara Timur",Kab,SLB,0,6,0,0,6, -   , 100.0 , -   , -   ,40,6,8.2
5313,"Kab. Manggarai, Nusa Tenggara Timur",Kab,SLB,10,21,0,0,31, 32.3 , 67.7 , -   , -   ,61.67,9.67,11.4
5315,"Kab. Manggarai Barat, Nusa Tenggara Timur",Kab,SLB,2,0,0,5,7, 28.6 , -   , -   , 71.4 ,0,0,6
5319,"Kab. Manggarai Timur, Nusa Tenggara Timur",Kab,SLB,0,0,0,12,12, -   , -   , -   , 100.0 ,35,12,16.6
5318,"Kab. Nagakeo, Nusa Tenggara Timur",Kab,SLB,6,0,0,0,6, 100.0 , -   , -   , -   ,42,6,8.7
5314,"Kab. Rote-Ndao, Nusa Tenggara Timur",Kab,SLB,0,5,2,0,7, -   , 71.4 , 28.6 , -   ,0,0,9.1
5310,"Kab. Sikka, Nusa Tenggara Timur",Kab,SLB,28,5,1,0,34, 82.4 , 14.7 , 2.9 , -   ,98.33,8.33,11.8
5301,"Kab. Sumba Barat, Nusa Tenggara Timur",Kab,SLB,8,4,0,6,18, 44.4 , 22.2 , -   , 33.3 ,70.5,4,14.6
5316,"Kab. Sumba Tengah, Nusa Tenggara Timur",Kab,SLB,8,0,0,0,8, 100.0 , -   , -   , -   ,80,8,9.7
5302,"Kab. Sumba Timur, Nusa Tenggara Timur",Kab,SLB,0,38,0,0,38, -   , 100.0 , -   , -   ,69,19,13.1
5304,"Kab. Timor Tengah Selatan, Nusa Tenggara Timur",Kab,SLB,28,3,0,5,36, 77.8 , 8.3 , -   , 13.9 ,68.5,5.5,12.4
5371,"Kota Kupang, Nusa Tenggara Timur",Kota,SLB,77,2,0,0,79, 97.5 , 2.5 , -   , -   ,98,16,12.6
9409,"Kab. Biak Numfor, Papua",Kab,SLB,0,7,0,0,7, -   , 100.0 , -   , -   ,25.33,2,9.8
9408,"Kab. Kepulauan Yapen, Papua",Kab,SLB,0,12,0,0,12, -   , 100.0 , -   , -   ,0,0,11.5
9412,"Kab. Mimika, Papua",Kab,SLB,8,0,0,0,8, 100.0 , -   , -   , -   ,0,0,10.5
9404,"Kab. Nabire, Papua",Kab,SLB,0,11,0,0,11, -   , 100.0 , -   , -   ,63,0,13.9
9403,"Kota Jayapura, Papua",Kota,SLB,27,2,0,0,29, 93.1 , 6.9 , -   , -   ,0,0,5.4
9107,"Kab. Sorong, Papua Barat",Kab,SLB,4,3,0,0,7, 57.1 , 42.9 , -   , -   ,32,4,9.9
1408,"Kab. Bengkalis, Riau",Kab,SLB,47,37,1,0,85, 55.3 , 43.5 , 1.2 , -   ,53,14.6,15.6
1403,"Kab. Indragiri Hilir, Riau",Kab,SLB,13,4,0,0,17, 76.5 , 23.5 , -   , -   ,64,7.5,14.5
1402,"Kab. Indragiri Hulu, Riau",Kab,SLB,16,0,0,0,16, 100.0 , -   , -   , -   ,109,17,13.7
1406,"Kab. Kampar, Riau",Kab,SLB,0,48,0,0,48, -   , 100.0 , -   , -   ,63.33,14.67,22.3
1410,"Kab. Kepulauan Meranti, Riau",Kab,SLB,8,0,6,15,29, 27.6 , -   , 20.7 , 51.7 ,52.25,6.25,17.3
1401,"Kab. Kuantan Singingi, Riau",Kab,SLB,9,0,0,0,9, 100.0 , -   , -   , -   ,16,6,23.8
1404,"Kab. Pelalawan, Riau",Kab,SLB,0,23,0,0,23, -   , 100.0 , -   , -   ,89,21,18.4
1409,"Kab. Rokan Hilir, Riau",Kab,SLB,8,0,0,0,8, 100.0 , -   , -   , -   ,28.5,5,11.4
1407,"Kab. Rokan Hulu, Riau",Kab,SLB,23,7,0,0,30, 76.7 , 23.3 , -   , -   ,55,9.67,13
1405,"Kab. Siak, Riau",Kab,SLB,2,52,0,0,54, 3.7 , 96.3 , -   , -   ,74.5,8.5,15.7
1473,"Kota Dumai, Riau",Kota,SLB,1,31,13,0,45, 2.2 , 68.9 , 28.9 , -   ,92.33,9,20.8
1471,"Kota Pekanbaru, Riau",Kota,SLB,39,107,2,0,148, 26.4 , 72.3 , 1.4 , -   ,58.09,5.91,16.5
7601,"Kab. Majene, Sulawesi Barat",Kab,SLB,22,59,3,3,87, 25.3 , 67.8 , 3.4 , 3.4 ,43.56,4,13.4
7603,"Kab. Mamasa, Sulawesi Barat",Kab,SLB,2,4,0,0,6, 33.3 , 66.7 , -   , -   ,110,3,10.7
7604,"Kab. Mamuju, Sulawesi Barat",Kab,SLB,19,10,0,5,34, 55.9 , 29.4 , -   , 14.7 ,42.25,4.5,4.7
7606,"Kab. Mamuju Tengah, Sulawesi Barat",Kab,SLB,1,16,0,1,18, 5.6 , 88.9 , -   , 5.6 ,45.5,4,1.6
7605,"Kab. Mamuju Utara, Sulawesi Barat",Kab,SLB,0,5,5,0,10, -   , 50.0 , 50.0 , -   ,35,5,2.3
7602,"Kab. Polewali Mandar, Sulawesi Barat",Kab,SLB,7,25,0,0,32, 21.9 , 78.1 , -   , -   ,27.67,9,12.8
7303,"Kab. Bantaeng, Sulawesi Selatan",Kab,SLB,2,2,0,0,4, 50.0 , 50.0 , -   , -   ,56,6,12.3
7310,"Kab. Barru, Sulawesi Selatan",Kab,SLB,8,0,0,0,8, 100.0 , -   , -   , -   ,63,6,18.3
7311,"Kab. Bone, Sulawesi Selatan",Kab,SLB,13,31,1,13,58, 22.4 , 53.4 , 1.7 , 22.4 ,37.75,6.88,9.6
7302,"Kab. Bulukumba, Sulawesi Selatan",Kab,SLB,9,47,0,0,56, 16.1 , 83.9 , -   , -   ,66,8.5,18.8
7316,"Kab. Enrekang, Sulawesi Selatan",Kab,SLB,0,11,0,0,11, -   , 100.0 , -   , -   ,43,6,12.9
7306,"Kab. Gowa, Sulawesi Selatan",Kab,SLB,35,40,0,1,76, 46.1 , 52.6 , -   , 1.3 ,58,5.8,18.3
7304,"Kab. Jeneponto, Sulawesi Selatan",Kab,SLB,0,34,0,7,41, -   , 82.9 , -   , 17.1 ,41.25,3.75,14.3
7301,"Kab. Kepulauan Selayar, Sulawesi Selatan",Kab,SLB,1,12,0,0,13, 7.7 , 92.3 , -   , -   ,65,26,4.7
7317,"Kab. Luwu, Sulawesi Selatan",Kab,SLB,0,25,0,0,25, -   , 100.0 , -   , -   ,103,15,15.5
7325,"Kab. Luwu Timur, Sulawesi Selatan",Kab,SLB,0,5,6,0,11, -   , 45.5 , 54.5 , -   ,59,0,17.3
7322,"Kab. Luwu Utara, Sulawesi Selatan",Kab,SLB,0,34,0,1,35, -   , 97.1 , -   , 2.9 ,42.33,1.67,16.3
7308,"Kab. Maros, Sulawesi Selatan",Kab,SLB,15,1,6,0,22, 68.2 , 4.5 , 27.3 , -   ,53.5,18,10.7
7309,"Kab. Pangkajene Kepulauan, Sulawesi Selatan",Kab,SLB,22,23,0,0,45, 48.9 , 51.1 , -   , -   ,92.5,20.5,14.5
7315,"Kab. Pinrang, Sulawesi Selatan",Kab,SLB,0,12,0,0,12, -   , 100.0 , -   , -   ,35,8,18.9
7314,"Kab. Sidenreng Rappang, Sulawesi Selatan",Kab,SLB,6,3,0,0,9, 66.7 , 33.3 , -   , -   ,29,10.5,11.2
7307,"Kab. Sinjai, Sulawesi Selatan",Kab,SLB,19,21,0,0,40, 47.5 , 52.5 , -   , -   ,59,12,12
7312,"Kab. Soppeng, Sulawesi Selatan",Kab,SLB,49,17,0,0,66, 74.2 , 25.8 , -   , -   ,41.25,9.75,21
7305,"Kab. Takalar, Sulawesi Selatan",Kab,SLB,8,44,0,16,68, 11.8 , 64.7 , -   , 23.5 ,29.2,4,14.4
7318,"Kab. Tana Toraja, Sulawesi Selatan",Kab,SLB,18,5,18,5,46, 39.1 , 10.9 , 39.1 , 10.9 ,45,8.33,0.9
7326,"Kab. Toraja Utara, Sulawesi Selatan",Kab,SLB,1,13,0,0,14, 7.1 , 92.9 , -   , -   ,42,3,6.6
7313,"Kab. Wajo, Sulawesi Selatan",Kab,SLB,0,12,0,0,12, -   , 100.0 , -   , -   ,56,6,3
7371,"Kota Makassar, Sulawesi Selatan",Kota,SLB,119,234,29,30,412, 28.9 , 56.8 , 7.0 , 7.3 ,80.26,13.95,14.2
7373,"Kota Palopo, Sulawesi Selatan",Kota,SLB,31,1,0,0,32, 96.9 , 3.1 , -   , -   ,69,11.5,6.8
7372,"Kota Parepare, Sulawesi Selatan",Kota,SLB,0,4,0,0,4, -   , 100.0 , -   , -   ,41.5,2.5,11
7202,"Kab. Banggai, Sulawesi Tengah",Kab,SLB,14,8,0,0,22, 63.6 , 36.4 , -   , -   ,44.5,15.5,13.7
7201,"Kab. Banggai Kepulauan, Sulawesi Tengah",Kab,SLB,0,4,0,0,4, -   , 100.0 , -   , -   ,21,4,10.6
7207,"Kab. Buol, Sulawesi Tengah",Kab,SLB,0,8,0,0,8, -   , 100.0 , -   , -   ,11.5,3,12.6
7205,"Kab. Donggala, Sulawesi Tengah",Kab,SLB,0,12,0,0,12, -   , 100.0 , -   , -   ,60,6,10.4
7203,"Kab. Morowali, Sulawesi Tengah",Kab,SLB,0,8,0,0,8, -   , 100.0 , -   , -   ,0,0,5.1
7212,"Kab. Morowali Utara, Sulawesi Tengah",Kab,SLB,10,2,0,0,12, 83.3 , 16.7 , -   , -   ,47,7,11.5
7208,"Kab. Parigi Moutong, Sulawesi Tengah",Kab,SLB,0,9,0,0,9, -   , 100.0 , -   , -   ,100,3,10.5
7204,"Kab. Poso, Sulawesi Tengah",Kab,SLB,4,18,0,0,22, 18.2 , 81.8 , -   , -   ,39.5,8,10.8
7210,"Kab. Sigi, Sulawesi Tengah",Kab,SLB,30,0,0,0,30, 100.0 , -   , -   , -   ,66.5,7,15
7209,"Kab. Tojo Una-Una, Sulawesi Tengah",Kab,SLB,2,6,0,0,8, 25.0 , 75.0 , -   , -   ,51,7,11.2
7206,"Kab. Tolitoli, Sulawesi Tengah",Kab,SLB,0,17,0,0,17, -   , 100.0 , -   , -   ,100,10,8.6
7271,"Kota Palu, Sulawesi Tengah",Kota,SLB,8,92,0,2,102, 7.8 , 90.2 , -   , 2.0 ,71.75,9.25,13.8
7406,"Kab. Bombana, Sulawesi Tenggara",Kab,SLB,0,1,1,1,3, -   , 33.3 , 33.3 , 33.3 ,0,0,8.8
7409,"Kab. Buton Utara, Sulawesi Tenggara",Kab,SLB,0,6,0,0,6, -   , 100.0 , -   , -   ,0,0,12.3
7404,"Kab. Kolaka, Sulawesi Tenggara",Kab,SLB,8,8,4,1,21, 38.1 , 38.1 , 19.0 , 4.8 ,41,3.17,7
7411,"Kab. Kolaka Timur, Sulawesi Tenggara",Kab,SLB,4,0,0,0,4, 100.0 , -   , -   , -   ,15,3,10.2
7403,"Kab. Konawe, Sulawesi Tenggara",Kab,SLB,0,12,0,0,12, -   , 100.0 , -   , -   ,35,7.5,6.9
7405,"Kab. Konawe Selatan, Sulawesi Tenggara",Kab,SLB,12,1,0,0,13, 92.3 , 7.7 , -   , -   ,49.67,5,12.6
7410,"Kab. Konawe Utara, Sulawesi Tenggara",Kab,SLB,1,10,0,0,11, 9.1 , 90.9 , -   , -   ,53,9,7.4
7402,"Kab. Muna, Sulawesi Tenggara",Kab,SLB,20,35,22,14,91, 22.0 , 38.5 , 24.2 , 15.4 ,48.26,3.42,12.6
7413,"Kab. Muna Barat, Sulawesi Tenggara",Kab,SLB,12,3,0,2,17, 70.6 , 17.6 , -   , 11.8 ,28.25,3,6.4
7407,"Kab. Wakatobi, Sulawesi Tenggara",Kab,SLB,0,8,0,0,8, -   , 100.0 , -   , -   ,38,8,10.3
7472,"Kota Baubau, Sulawesi Tenggara",Kota,SLB,14,2,0,0,16, 87.5 , 12.5 , -   , -   ,51.75,1.5,14.1
7471,"Kota Kendari, Sulawesi Tenggara",Kota,SLB,34,13,0,0,47, 72.3 , 27.7 , -   , -   ,45,10.57,11.1
7101,"Kab. Bolaang Mongondow, Sulawesi Utara",Kab,SLB,0,7,0,0,7, -   , 100.0 , -   , -   ,11,0,9.5
7103,"Kab. Kep. Sangihe, Sulawesi Utara",Kab,SLB,13,3,0,0,16, 81.3 , 18.8 , -   , -   ,25.5,6.5,10.1
7104,"Kab. Kepulauan Talaud, Sulawesi Utara",Kab,SLB,1,0,0,0,1, 100.0 , -   , -   , -   ,0,0,14.1
7102,"Kab. Minahasa, Sulawesi Utara",Kab,SLB,12,1,0,0,13, 92.3 , 7.7 , -   , -   ,31,18,9.8
7105,"Kab. Minahasa Selatan, Sulawesi Utara",Kab,SLB,11,0,0,0,11, 100.0 , -   , -   , -   ,50,12,9.3
7109,"Kab. Minahasa Tenggara, Sulawesi Utara",Kab,SLB,3,1,0,0,4, 75.0 , 25.0 , -   , -   ,38.5,1.5,8.5
7106,"Kab. Minahasa Utara, Sulawesi Utara",Kab,SLB,20,0,0,7,27, 74.1 , -   , -   , 25.9 ,35.5,4,7.9
7172,"Kota Bitung, Sulawesi Utara",Kota,SLB,4,19,1,1,25, 16.0 , 76.0 , 4.0 , 4.0 ,60,13,11.1
7174,"Kota Kotamobagu, Sulawesi Utara",Kota,SLB,0,16,4,0,20, -   , 80.0 , 20.0 , -   ,82,20,11
7171,"Kota Manado, Sulawesi Utara",Kota,SLB,68,29,3,0,100, 68.0 , 29.0 , 3.0 , -   ,53,12.29,13.3
7173,"Kota Tomohon, Sulawesi Utara",Kota,SLB,4,32,0,0,36, 11.1 , 88.9 , -   , -   ,65.5,15,9.5
1307,"Kab. Agam, Sumatera Barat",Kab,SLB,27,24,2,3,56, 48.2 , 42.9 , 3.6 , 5.4 ,53.4,9,24
1311,"Kab. Dharmasraya, Sumatera Barat",Kab,SLB,13,0,0,0,13, 100.0 , -   , -   , -   ,33.67,0.33,14.2
1301,"Kab. Kepulauan Mentawai, Sumatera Barat",Kab,SLB,0,0,0,0,0,,,,,0,0,15.9
1308,"Kab. Lima Puluh Koto, Sumatera Barat",Kab,SLB,19,57,1,0,77, 24.7 , 74.0 , 1.3 , -   ,35.67,6.22,18.4
1306,"Kab. Padang Pariaman, Sumatera Barat",Kab,SLB,11,40,0,5,56, 19.6 , 71.4 , -   , 8.9 ,38.33,7.83,22
1309,"Kab. Pasaman, Sumatera Barat",Kab,SLB,0,5,2,0,7, -   , 71.4 , 28.6 , -   ,49.75,3,17.6
1312,"Kab. Pasaman Barat, Sumatera Barat",Kab,SLB,24,0,0,0,24, 100.0 , -   , -   , -   ,34.5,6.5,19.1
1302,"Kab. Pesisir Selatan, Sumatera Barat",Kab,SLB,22,49,1,1,73, 30.1 , 67.1 , 1.4 , 1.4 ,49.92,4.92,19.1
