Kode,Provinsi,Kabupaten,Jenjang,Baik,Rusak_Ringan,Rusak_Sedang,Rusak_Berat,Jumlah,pct_Baik,pct_Rusak_Ringan,pct_Rusak_Sedang,pct_Rusak_Berat,Rasio_siswa,Rasio_ruang_kelas,pct_anggaran_2016
7111,"Kab. Bolaang Mongondow Timur, Sulawesi Utara",Kab,SD,155,166,24,54,399, 38.8 , 41.6 , 6.0 , 13.5 ,145.4,6.28,11.2
7107,"Kab. Bolaang Mongondow Utara, Sulawesi Utara",Kab,SD,186,289,23,51,549, 33.9 , 52.6 , 4.2 , 9.3 ,107.16,5.16,10.7
7108,"Kab. Kepulauan Sitaro, Sulawesi Utara",Kab,SD,193,341,32,69,635, 30.4 , 53.7 , 5.0 , 10.9 ,61.88,5.92,11.1
1611,"Kab. Empat Lawang, Sumatera Selatan",Kab,SD,223,863,106,83,1275, 17.5 , 67.7 , 8.3 , 6.5 ,167.19,6.31,6.9
1613,"Kab. Musi Rawas Utara, Sumatera Selatan",Kab,SD,222,481,111,186,1000, 22.2 , 48.1 , 11.1 , 18.6 ,193.53,7.6,11.9
1612,"Kab. Penukal Abab Lematang Ilir, Sumatera Selatan",Kab,SD,205,450,56,95,806, 25.4 , 55.8 , 6.9 , 11.8 ,253.68,6.46,0
1210,"Kab. Dairi, Sumatera Utara",Kab,SD,695,1082,55,59,1891, 36.8 , 57.2 , 2.9 , 3.1 ,168.09,6.53,16.3
1215,"Kab. Humbang Hasudutan, Sumatera Utara",Kab,SD,230,1012,113,180,1535, 15.0 , 65.9 , 7.4 , 11.7 ,138.26,6.43,16.4
1207,"Kab. Labuhan Batu, Sumatera Utara",Kab,SD,855,1096,77,70,2098, 40.8 , 52.2 , 3.7 , 3.3 ,207.39,7.17,13.4
1222,"Kab. Labuhan Batu Selatan, Sumatera Utara",Kab,SD,433,779,97,133,1442, 30.0 , 54.0 , 6.7 , 9.2 ,208.34,6.6,17.8
1213,"Kab. Langkat, Sumatera Utara",Kab,SD,1070,2873,235,289,4467, 24.0 , 64.3 , 5.3 , 6.5 ,179.32,6.57,18.6
1201,"Kab. Nias, Sumatera Utara",Kab,SD,165,791,177,198,1331, 12.4 , 59.4 , 13.3 , 14.9 ,173.44,6.9,7.8
1225,"Kab. Nias Barat, Sumatera Utara",Kab,SD,76,453,141,169,839, 9.1 , 54.0 , 16.8 , 20.1 ,149.3,6.78,9
1214,"Kab. Nias Selatan, Sumatera Utara",Kab,SD,364,1057,404,630,2455, 14.8 , 43.1 , 16.5 , 25.7 ,163.31,5.85,10.9
1224,"Kab. Nias Utara, Sumatera Utara",Kab,SD,111,785,180,237,1313, 8.5 , 59.8 , 13.7 , 18.1 ,146.68,6.74,0
1221,"Kab. Padang Lawas, Sumatera Utara",Kab,SD,180,829,151,175,1335, 13.5 , 62.1 , 11.3 , 13.1 ,206.99,6.4,10.9
1217,"Kab. Samosir, Sumatera Utara",Kab,SD,292,832,115,88,1327, 22.0 , 62.7 , 8.7 , 6.6 ,95.78,6.19,12.8
1209,"Kab. Simalungun, Sumatera Utara",Kab,SD,1408,3138,361,418,5325, 26.4 , 58.9 , 6.8 , 7.8 ,128.42,6.03,17.9
1204,"Kab. Tapanuli Tengah, Sumatera Utara",Kab,SD,408,1276,184,329,2197, 18.6 , 58.1 , 8.4 , 15.0 ,142.46,6.14,16.1
1271,"Kota Sibolga, Sumatera Utara",Kota,SD,309,243,14,1,567, 54.5 , 42.9 , 2.5 , 0.2 ,293.4,8.35,12.4
1272,"Kota Tanjung Balai, Sumatera Utara",Kota,SD,194,167,204,67,632, 30.7 , 26.4 , 32.3 , 10.6 ,256.63,7.53,13.3
9112,"Kab. Pegunungan Arfak, Papua Barat",Kab,SD,19,69,20,169,277, 6.9 , 24.9 , 7.2 , 61.0 ,130.6,0.74,8.6
9429,"Kab. Nduga, Papua",Kab,SD,28,66,29,8,131, 21.4 , 50.4 , 22.1 , 6.1 ,216.05,4.95,6.9
6503,"Kab. Tana Tidung, Kalimantan Utara",Kab,SD,67,122,6,3,198, 33.8 , 61.6 , 3.0 , 1.5 ,98.85,4.26,13.8
9435,"Kab. Intan Jaya, Papua",Kab,SD,8,145,8,17,178, 4.5 , 81.5 , 4.5 , 9.6 ,122.43,5.57,5.6
9428,"Kab. Memberamo Raya, Papua",Kab,SD,0,183,7,3,193, -   , 94.8 , 3.6 , 1.6 ,85.97,1,7.3
9431,"Kab. Membramo Tengah, Papua",Kab,SD,67,99,2,16,184, 36.4 , 53.8 , 1.1 , 8.7 ,155.88,5.3,6.6
1114,"Kab. Aceh Tamiang, Aceh",Kab,SLB,3,41,1,0,45, 6.7 , 91.1 , 2.2 , -   ,205,14,11.1
1106,"Kab. Aceh Tengah, Aceh",Kab,SLB,7,5,5,1,18, 38.9 , 27.8 , 27.8 , 5.6 ,39.38,3.5,12
1104,"Kab. Aceh Tenggara, Aceh",Kab,SLB,0,25,0,0,25, -   , 100.0 , -   , -   ,29,11.5,11.2
1105,"Kab. Aceh Timur, Aceh",Kab,SLB,1,1,0,0,2, 50.0 , 50.0 , -   , -   ,56,0,9.5
1111,"Kab. Aceh Utara, Aceh",Kab,SLB,8,13,1,0,22, 36.4 , 59.1 , 4.5 , -   ,64.5,2,10.1
1117,"Kab. Bener Meriah, Aceh",Kab,SLB,18,11,0,0,29, 62.1 , 37.9 , -   , -   ,34.4,6.2,13.6
1110,"Kab. Bireuen, Aceh",Kab,SLB,0,35,0,0,35, -   , 100.0 , -   , -   ,49.2,8.8,10.8
1113,"Kab. Gayo Lues, Aceh",Kab,SLB,0,4,0,0,4, -   , 100.0 , -   , -   ,25.67,5,9.7
1109,"Kab. Pidie, Aceh",Kab,SLB,15,9,2,0,26, 57.7 , 34.6 , 7.7 , -   ,99,13.5,12
1118,"Kab. Pidie Jaya, Aceh",Kab,SLB,0,5,1,0,6, -   , 83.3 , 16.7 , -   ,69,6,8.7
1171,"Kota Banda Aceh, Aceh",Kota,SLB,8,13,1,12,34, 23.5 , 38.2 , 2.9 , 35.3 ,35.7,6.2,16.5
1174,"Kota Lhokseumawe, Aceh",Kota,SLB,14,19,0,0,33, 42.4 , 57.6 , -   , -   ,52.5,9.5,7.1
5103,"Kab. Badung, Bali",Kab,SLB,0,41,5,0,46, -   , 89.1 , 10.9 , -   ,137,17.5,13.4
5106,"Kab. Bangli, Bali",Kab,SLB,0,67,0,0,67, -   , 100.0 , -   , -   ,88,21,18.7
5108,"Kab. Buleleng, Bali",Kab,SLB,20,19,0,0,39, 51.3 , 48.7 , -   , -   ,110.5,17,22.8
5104,"Kab. Gianyar, Bali",Kab,SLB,39,11,0,0,50, 78.0 , 22.0 , -   , -   ,183,25,13.9
5101,"Kab. Jembrana, Bali",Kab,SLB,0,15,0,0,15, -   , 100.0 , -   , -   ,108,15,14.8
5107,"Kab. Karang Asem, Bali",Kab,SLB,0,34,0,0,34, -   , 100.0 , -   , -   ,100,25,23.9
5105,"Kab. Klungkung, Bali",Kab,SLB,0,14,0,0,14, -   , 100.0 , -   , -   ,102,7,14.3
5102,"Kab. Tabanan, Bali",Kab,SLB,43,11,0,0,54, 79.6 , 20.4 , -   , -   ,84.33,9.33,21.8
5171,"Kota Denpasar, Bali",Kota,SLB,16,19,0,0,35, 45.7 , 54.3 , -   , -   ,124.75,10.25,13.8
1901,"Kab. Bangka, Bangka Belitung",Kab,SLB,11,7,0,0,18, 61.1 , 38.9 , -   , -   ,65.5,6,14.6
1903,"Kab. Bangka Barat, Bangka Belitung",Kab,SLB,12,2,0,0,14, 85.7 , 14.3 , -   , -   ,56,15,16.1
1905,"Kab. Bangka Selatan, Bangka Belitung",Kab,SLB,11,0,0,0,11, 100.0 , -   , -   , -   ,70,9,18.3
1904,"Kab. Bangka Tengah, Bangka Belitung",Kab,SLB,12,0,0,0,12, 100.0 , -   , -   , -   ,49,6,16.1
1902,"Kab. Belitung, Bangka Belitung",Kab,SLB,17,0,0,0,17, 100.0 , -   , -   , -   ,118,7,14.7
1906,"Kab. Belitung Timur, Bangka Belitung",Kab,SLB,1,7,0,0,8, 12.5 , 87.5 , -   , -   ,84,8,14.5
1971,"Kota Pangkalpinang, Bangka Belitung",Kota,SLB,56,22,0,0,78, 71.8 , 28.2 , -   , -   ,141.5,23,12.4
3602,"Kab. Lebak, Banten",Kab,SLB,19,52,2,0,73, 26.0 , 71.2 , 2.7 , -   ,49,5.55,13.9
3601,"Kab. Pandeglang, Banten",Kab,SLB,16,110,21,5,152, 10.5 , 72.4 , 13.8 , 3.3 ,47.9,7.3,14.9
3604,"Kab. Serang, Banten",Kab,SLB,0,18,5,0,23, -   , 78.3 , 21.7 , -   ,39.5,4.5,16.6
3603,"Kab. Tangerang, Banten",Kab,SLB,34,73,0,0,107, 31.8 , 68.2 , -   , -   ,51.07,6.57,15.8
3672,"Kota Cilegon, Banten",Kota,SLB,12,30,0,0,42, 28.6 , 71.4 , -   , -   ,64,12.67,0.4
3673,"Kota Serang, Banten",Kota,SLB,36,65,0,0,101, 35.6 , 64.4 , -   , -   ,75.83,12.5,22
3671,"Kota Tangerang, Banten",Kota,SLB,70,89,2,9,170, 41.2 , 52.4 , 1.2 , 5.3 ,72.5,7.79,20.2
3674,"Kota Tangerang Selatan, Banten",Kota,SLB,63,72,0,5,140, 45.0 , 51.4 , -   , 3.6 ,58.38,8.62,14.8
1701,"Kab. Bengkulu Selatan, Bengkulu",Kab,SLB,27,0,0,0,27, 100.0 , -   , -   , -   ,126,25,13.6
1709,"Kab. Bengkulu Tengah, Bengkulu",Kab,SLB,6,1,0,0,7, 85.7 , 14.3 , -   , -   ,25,7,11.5
1703,"Kab. Bengkulu Utara, Bengkulu",Kab,SLB,0,0,32,0,32, -   , -   , 100.0 , -   ,88,32,9.8
1704,"Kab. Kaur, Bengkulu",Kab,SLB,0,13,0,0,13, -   , 100.0 , -   , -   ,41,8,12
1708,"Kab. Kepahiang, Bengkulu",Kab,SLB,7,2,0,0,9, 77.8 , 22.2 , -   , -   ,65,9,11.8
1707,"Kab. Lebong, Bengkulu",Kab,SLB,0,6,0,0,6, -   , 100.0 , -   , -   ,63,1,10.9
1706,"Kab. Muko-muko, Bengkulu",Kab,SLB,0,4,1,5,10, -   , 40.0 , 10.0 , 50.0 ,39,8,10.5
1702,"Kab. Rejang Lebong, Bengkulu",Kab,SLB,4,7,0,0,11, 36.4 , 63.6 , -   , -   ,126,27,11.3
1705,"Kab. Seluma, Bengkulu",Kab,SLB,0,1,8,0,9, -   , 11.1 , 88.9 , -   ,44,6,10.1
1771,"Kota Bengkulu, Bengkulu",Kota,SLB,1,89,4,13,107, 0.9 , 83.2 , 3.7 , 12.1 ,82.33,12.83,13.7
3402,"Kab. Bantul, D.I. Yogyakarta",Kab,SLB,214,210,4,1,429, 49.9 , 49.0 , 0.9 , 0.2 ,78.53,16.95,16.6
3403,"Kab. Gunung Kidul, D.I. Yogyakarta",Kab,SLB,71,98,0,0,169, 42.0 , 58.0 , -   , -   ,59,13.45,18
3401,"Kab. Kulon Progo, D.I. Yogyakarta",Kab,SLB,89,47,0,2,138, 64.5 , 34.1 , -   , 1.4 ,65.13,12.25,13
3404,"Kab. Sleman, D.I. Yogyakarta",Kab,SLB,220,202,25,9,456, 48.2 , 44.3 , 5.5 , 2.0 ,52.21,12.93,12.2
3471,"Kota Yogyakarta, D.I. Yogyakarta",Kota,SLB,125,72,0,0,197, 63.5 , 36.5 , -   , -   ,65,19.22,19.6
3174,"Kota Jakarta Barat, D.K.I. Jakarta",Kota,SLB,107,134,2,18,261, 41.0 , 51.3 , 0.8 , 6.9 ,56.16,13.26,
3173,"Kota Jakarta Pusat, D.K.I. Jakarta",Kota,SLB,104,5,3,3,115, 90.4 , 4.3 , 2.6 , 2.6 ,69.86,12,
3171,"Kota Jakarta Selatan, D.K.I. Jakarta",Kota,SLB,255,186,10,5,456, 55.9 , 40.8 , 2.2 , 1.1 ,65.52,16.69,
3172,"Kota Jakarta Timur, D.K.I. Jakarta",Kota,SLB,202,116,0,0,318, 63.5 , 36.5 , -   , -   ,58.54,11.35,
3175,"Kota Jakarta Utara, D.K.I. Jakarta",Kota,SLB,68,6,0,0,74, 91.9 , 8.1 , -   , -   ,53.71,9.14,
7501,"Kab. Boalemo, Gorontalo",Kab,SLB,1,13,4,2,20, 5.0 , 65.0 , 20.0 , 10.0 ,70.5,7,12.2
7504,"Kab. Bone Bolango, Gorontalo",Kab,SLB,0,47,0,0,47, -   , 100.0 , -   , -   ,85.5,9.5,15.4
7502,"Kab. Gorontalo, Gorontalo",Kab,SLB,3,12,0,0,15, 20.0 , 80.0 , -   , -   ,169,12,13.8
7505,"Kab. Gorontalo Utara, Gorontalo",Kab,SLB,3,12,0,0,15, 20.0 , 80.0 , -   , -   ,90,13,10.7
7503,"Kab. Pohuwato, Gorontalo",Kab,SLB,11,0,0,0,11, 100.0 , -   , -   , -   ,108,8,12.7
7502,"Kota Gorontalo, Gorontalo",Kota,SLB,1,25,0,0,26, 3.8 , 96.2 , -   , -   ,169,12,13.8
1504,"Kab. Batang Hari, Jambi",Kab,SLB,0,0,24,0,24, -   , -   , 100.0 , -   ,66,16,11.9
1509,"Kab. Bungo, Jambi",Kab,SLB,2,15,0,0,17, 11.8 , 88.2 , -   , -   ,95,14,16.2
1501,"Kab. Kerinci, Jambi",Kab,SLB,0,0,0,0,0,,,,,0,0,14.5
1502,"Kab. Merangin, Jambi",Kab,SLB,0,6,0,0,6, -   , 100.0 , -   , -   ,29,6,12.1
1505,"Kab. Muaro Jambi, Jambi",Kab,SLB,2,12,0,0,14, 14.3 , 85.7 , -   , -   ,143,7,11.9
1503,"Kab. Sarolangun, Jambi",Kab,SLB,4,13,0,0,17, 23.5 , 76.5 , -   , -   ,70,12,18.7
1507,"Kab. Tanjung Jabung Barat, Jambi",Kab,SLB,3,6,0,10,19, 15.8 , 31.6 , -   , 52.6 ,68.5,9.5,15.7
1506,"Kab. Tanjung Jabung Timur, Jambi",Kab,SLB,0,16,0,0,16, -   , 100.0 , -   , -   ,91,5,17.1
1508,"Kab. Tebo, Jambi",Kab,SLB,0,32,0,0,32, -   , 100.0 , -   , -   ,50.5,11,15.4
1571,"Kota Jambi, Jambi",Kota,SLB,66,32,0,0,98, 67.3 , 32.7 , -   , -   ,196.67,25.33,19.5
1572,"Kota Sungai Penuh, Jambi",Kota,SLB,0,11,0,0,11, -   , 100.0 , -   , -   ,115,11,17.8
3204,"Kab. Bandung, Jawa Barat",Kab,SLB,74,209,29,25,337, 22.0 , 62.0 , 8.6 , 7.4 ,57.67,8.1,18.1
3217,"Kab. Bandung Barat, Jawa Barat",Kab,SLB,59,88,15,8,170, 34.7 , 51.8 , 8.8 , 4.7 ,51.56,6.5,18.7
3216,"Kab. Bekasi, Jawa Barat",Kab,SLB,2,63,0,1,66, 3.0 , 95.5 , -   , 1.5 ,49.2,6.2,19.9
3201,"Kab. Bogor, Jawa Barat",Kab,SLB,23,39,0,0,62, 37.1 , 62.9 , -   , -   ,87.83,8.83,15.1
3207,"Kab. Ciamis, Jawa Barat",Kab,SLB,58,122,8,5,193, 30.1 , 63.2 , 4.1 , 2.6 ,59.55,7.25,14.1
3203,"Kab. Cianjur, Jawa Barat",Kab,SLB,22,66,0,6,94, 23.4 , 70.2 , -   , 6.4 ,58.63,7.25,23
3209,"Kab. Cirebon, Jawa Barat",Kab,SLB,63,40,23,2,128, 49.2 , 31.3 , 18.0 , 1.6 ,68.18,7.55,14.5
3205,"Kab. Garut, Jawa Barat",Kab,SLB,44,137,40,6,227, 19.4 , 60.4 , 17.6 , 2.6 ,58.31,5.58,14.1
3212,"Kab. Indramayu, Jawa Barat",Kab,SLB,39,20,0,0,59, 66.1 , 33.9 , -   , -   ,66.6,7.6,11.9
3215,"Kab. Karawang, Jawa Barat",Kab,SLB,17,13,2,6,38, 44.7 , 34.2 , 5.3 , 15.8 ,102.33,15,13.9
3208,"Kab. Kuningan, Jawa Barat",Kab,SLB,63,57,7,11,138, 45.7 , 41.3 , 5.1 , 8.0 ,64.27,11.82,20.1
3210,"Kab. Majalengka, Jawa Barat",Kab,SLB,28,67,1,4,100, 28.0 , 67.0 , 1.0 , 4.0 ,50.31,7.62,13.5
3218,"Kab. Pangandaran, Jawa Barat",Kab,SLB,4,13,5,5,27, 14.8 , 48.1 , 18.5 , 18.5 ,71.5,2.5,19.9
3214,"Kab. Purwakarta, Jawa Barat",Kab,SLB,37,8,1,3,49, 75.5 , 16.3 , 2.0 , 6.1 ,75.67,9.33,15.1
3213,"Kab. Subang, Jawa Barat",Kab,SLB,19,72,0,10,101, 18.8 , 71.3 , -   , 9.9 ,70.44,5.89,0.7
3202,"Kab. Sukabumi, Jawa Barat",Kab,SLB,6,70,18,11,105, 5.7 , 66.7 , 17.1 , 10.5 ,71.4,6.2,13.1
3211,"Kab. Sumedang, Jawa Barat",Kab,SLB,34,200,8,3,245, 13.9 , 81.6 , 3.3 , 1.2 ,32.22,7.94,15.1
3206,"Kab. Tasikmalaya, Jawa Barat",Kab,SLB,26,69,6,3,104, 25.0 , 66.3 , 5.8 , 2.9 ,56.23,8.85,19.9
3273,"Kota Bandung, Jawa Barat",Kota,SLB,121,254,6,17,398, 30.4 , 63.8 , 1.5 , 4.3 ,42.73,9.49,12
6303,"Kota Banjar, Jawa Barat",Kota,SLB,15,15,0,2,32, 46.9 , 46.9 , -   , 6.3 ,50.4,3.8,14.7
3275,"Kota Bekasi, Jawa Barat",Kota,SLB,3,116,14,3,136, 2.2 , 85.3 , 10.3 , 2.2 ,72.33,9.92,20.7
3271,"Kota Bogor, Jawa Barat",Kota,SLB,21,72,0,0,93, 22.6 , 77.4 , -   , -   ,56.7,8.6,14.3
3277,"Kota Cimahi, Jawa Barat",Kota,SLB,71,28,5,1,105, 67.6 , 26.7 , 4.8 , 1.0 ,59.11,12.89,11.4
3274,"Kota Cirebon, Jawa Barat",Kota,SLB,0,58,8,5,71, -   , 81.7 , 11.3 , 7.0 ,79,13.6,12.8
3276,"Kota Depok, Jawa Barat",Kota,SLB,28,51,0,40,119, 23.5 , 42.9 , -   , 33.6 ,49.38,6.38,16.9
3272,"Kota Sukabumi, Jawa Barat",Kota,SLB,4,35,0,0,39, 10.3 , 89.7 , -   , -   ,57.33,11.67,11.2
3278,"Kota Tasikmalaya, Jawa Barat",Kota,SLB,8,31,6,0,45, 17.8 , 68.9 , 13.3 , -   ,105.33,8.67,
3304,"Kab. Banjarnegara, Jawa Tengah",Kab,SLB,8,28,1,0,37, 21.6 , 75.7 , 2.7 , -   ,85,16.33,19.2
3302,"Kab. Banyumas, Jawa Tengah",Kab,SLB,15,19,2,1,37, 40.5 , 51.4 , 5.4 , 2.7 ,126,7.67,22.4
3325,"Kab. Batang, Jawa Tengah",Kab,SLB,14,2,0,0,16, 87.5 , 12.5 , -   , -   ,159,12,13.9
3316,"Kab. Blora, Jawa Tengah",Kab,SLB,23,20,1,10,54, 42.6 , 37.0 , 1.9 , 18.5 ,81,13,11.6
3309,"Kab. Boyolali, Jawa Tengah",Kab,SLB,44,38,1,0,83, 53.0 , 45.8 , 1.2 , -   ,37.73,6.27,15.7
3329,"Kab. Brebes, Jawa Tengah",Kab,SLB,0,19,2,0,21, -   , 90.5 , 9.5 , -   ,81,9,15.9
3301,"Kab. Cilacap, Jawa Tengah",Kab,SLB,4,31,8,10,53, 7.5 , 58.5 , 15.1 , 18.9 ,151.33,11.67,14.5
3321,"Kab. Demak, Jawa Tengah",Kab,SLB,16,19,0,0,35, 45.7 , 54.3 , -   , -   ,79.5,15.5,15
3315,"Kab. Grobogan, Jawa Tengah",Kab,SLB,0,41,0,0,41, -   , 100.0 , -   , -   ,69,11.67,14.6
3320,"Kab. Jepara, Jawa Tengah",Kab,SLB,3,42,0,0,45, 6.7 , 93.3 , -   , -   ,289,48,15.6
3313,"Kab. Karanganyar, Jawa Tengah",Kab,SLB,110,36,1,1,148, 74.3 , 24.3 , 0.7 , 0.7 ,59.4,12.4,20.1
3305,"Kab. Kebumen, Jawa Tengah",Kab,SLB,30,30,0,0,60, 50.0 , 50.0 , -   , -   ,92,10.8,16.2
3324,"Kab. Kendal, Jawa Tengah",Kab,SLB,16,62,0,0,78, 20.5 , 79.5 , -   , -   ,99.8,13.8,14
3310,"Kab. Klaten, Jawa Tengah",Kab,SLB,85,98,5,1,189, 45.0 , 51.9 , 2.6 , 0.5 ,69.33,15.17,27
3319,"Kab. Kudus, Jawa Tengah",Kab,SLB,7,80,2,0,89, 7.9 , 89.9 , 2.2 , -   ,83.6,8.2,15.2
3308,"Kab. Magelang, Jawa Tengah",Kab,SLB,2,51,0,0,53, 3.8 , 96.2 , -   , -   ,96.67,15.33,22.6
3318,"Kab. Pati, Jawa Tengah",Kab,SLB,0,27,0,0,27, -   , 100.0 , -   , -   ,83.33,7.67,15.1
3326,"Kab. Pekalongan, Jawa Tengah",Kab,SLB,0,17,0,0,17, -   , 100.0 , -   , -   ,208,19,15.4
3327,"Kab. Pemalang, Jawa Tengah",Kab,SLB,68,0,0,0,68, 100.0 , -   , -   , -   ,185.5,21,19.8
3303,"Kab. Purbalingga, Jawa Tengah",Kab,SLB,2,18,0,1,21, 9.5 , 85.7 , -   , 4.8 ,262,18,18.5
3306,"Kab. Purworejo, Jawa Tengah",Kab,SLB,10,61,0,1,72, 13.9 , 84.7 , -   , 1.4 ,155.67,21.67,7.7
3317,"Kab. Rembang, Jawa Tengah",Kab,SLB,0,0,13,0,13, -   , -   , 100.0 , -   ,107.5,4.5,16.5
3322,"Kab. Semarang, Jawa Tengah",Kab,SLB,29,35,0,0,64, 45.3 , 54.7 , -   , -   ,82.71,14.29,9.7
3314,"Kab. Sragen, Jawa Tengah",Kab,SLB,24,43,2,0,69, 34.8 , 62.3 , 2.9 , -   ,105.5,11.5,14.2
3311,"Kab. Sukoharjo, Jawa Tengah",Kab,SLB,5,78,0,0,83, 6.0 , 94.0 , -   , -   ,91.6,20,18.5
3328,"Kab. Tegal, Jawa Tengah",Kab,SLB,28,44,0,0,72, 38.9 , 61.1 , -   , -   ,206.5,32.5,13.6
3323,"Kab. Temanggung, Jawa Tengah",Kab,SLB,0,22,0,0,22, -   , 100.0 , -   , -   ,117,18.5,15.7
3312,"Kab. Wonogiri, Jawa Tengah",Kab,SLB,9,86,10,2,107, 8.4 , 80.4 , 9.3 , 1.9 ,68.71,11.29,23.9
3307,"Kab. Wonosobo, Jawa Tengah",Kab,SLB,31,19,0,0,50, 62.0 , 38.0 , -   , -   ,88.67,11,16
3371,"Kota Magelang, Jawa Tengah",Kota,SLB,16,8,22,0,46, 34.8 , 17.4 , 47.8 , -   ,88.25,11.75,13.4
3375,"Kota Pekalongan, Jawa Tengah",Kota,SLB,0,26,0,0,26, -   , 100.0 , -   , -   ,120.5,15,16.7
3373,"Kota Salatiga, Jawa Tengah",Kota,SLB,82,19,0,0,101, 81.2 , 18.8 , -   , -   ,74.67,15.67,19.9
3374,"Kota Semarang, Jawa Tengah",Kota,SLB,80,201,9,1,291, 27.5 , 69.1 , 3.1 , 0.3 ,62.68,15.05,16.1
3372,"Kota Surakarta, Jawa Tengah",Kota,SLB,88,184,6,2,280, 31.4 , 65.7 , 2.1 , 0.7 ,73.47,15.88,21.5
3376,"Kota Tegal, Jawa Tengah",Kota,SLB,12,8,0,0,20, 60.0 , 40.0 , -   , -   ,200,23,12.8
3526,"Kab. Bangkalan, Jawa Timur",Kab,SLB,0,0,0,0,0,,,,,31.67,1,12.8
3510,"Kab. Banyuwangi, Jawa Timur",Kab,SLB,0,0,0,0,0,,,,,28.35,5.5,16
3505,"Kab. Blitar, Jawa Timur",Kab,SLB,4,26,6,0,36, 11.1 , 72.2 , 16.7 , -   ,49.89,4.11,19.9
3522,"Kab. Bojonegoro, Jawa Timur",Kab,SLB,28,22,0,16,66, 42.4 , 33.3 , -   , 24.2 ,29.81,5.44,13.8
3511,"Kab. Bondowoso, Jawa Timur",Kab,SLB,1,21,1,13,36, 2.8 , 58.3 , 2.8 , 36.1 ,26.75,3.13,13.6
3525,"Kab. Gresik, Jawa Timur",Kab,SLB,44,35,12,6,97, 45.4 , 36.1 , 12.4 , 6.2 ,59.88,8.38,10.5
3509,"Kab. Jember, Jawa Timur",Kab,SLB,38,31,8,3,80, 47.5 , 38.8 , 10.0 , 3.8 ,55.44,9.22,16.4
3517,"Kab. Jombang, Jawa Timur",Kab,SLB,8,48,9,1,66, 12.1 , 72.7 , 13.6 , 1.5 ,36.32,5.63,14.8
3506,"Kab. Kediri, Jawa Timur",Kab,SLB,14,32,3,3,52, 26.9 , 61.5 , 5.8 , 5.8 ,24.79,3.92,13.2
3524,"Kab. Lamongan, Jawa Timur",Kab,SLB,0,27,1,2,30, -   , 90.0 , 3.3 , 6.7 ,34.75,4,10.8
3508,"Kab. Lumajang, Jawa Timur",Kab,SLB,27,24,0,0,51, 52.9 , 47.1 , -   , -   ,45.11,5.33,18
3519,"Kab. Madiun, Jawa Timur",Kab,SLB,8,40,0,4,52, 15.4 , 76.9 , -   , 7.7 ,45.31,5.54,13.1
3520,"Kab. Magetan, Jawa Timur",Kab,SLB,21,67,1,0,89, 23.6 , 75.3 , 1.1 , -   ,58.63,4,17.6
3507,"Kab. Malang, Jawa Timur",Kab,SLB,8,86,4,0,98, 8.2 , 87.8 , 4.1 , -   ,41,9.83,17.3
3516,"Kab. Mojokerto, Jawa Timur",Kab,SLB,44,34,2,1,81, 54.3 , 42.0 , 2.5 , 1.2 ,76.6,15.8,12.4
3518,"Kab. Nganjuk, Jawa Timur",Kab,SLB,0,6,0,0,6, -   , 100.0 , -   , -   ,22.52,2.76,19
3521,"Kab. Ngawi, Jawa Timur",Kab,SLB,0,8,3,2,13, -   , 61.5 , 23.1 , 15.4 ,62.67,5.33,14.5
3501,"Kab. Pacitan, Jawa Timur",Kab,SLB,11,0,0,0,11, 100.0 , -   , -   , -   ,29.17,5.5,17.7
3528,"Kab. Pamekasan, Jawa Timur",Kab,SLB,0,21,0,0,21, -   , 100.0 , -   , -   ,26.43,2.71,15.2
3514,"Kab. Pasuruan, Jawa Timur",Kab,SLB,43,0,0,0,43, 100.0 , -   , -   , -   ,55.5,8.5,14.9
3502,"Kab. Ponorogo, Jawa Timur",Kab,SLB,0,44,8,3,55, -   , 80.0 , 14.5 , 5.5 ,52,7.17,14.1
3513,"Kab. Probolinggo, Jawa Timur",Kab,SLB,19,25,0,0,44, 43.2 , 56.8 , -   , -   ,31.17,4.83,16.4
3527,"Kab. Sampang, Jawa Timur",Kab,SLB,0,7,0,3,10, -   , 70.0 , -   , 30.0 ,53,2.5,11.4
3515,"Kab. Sidoarjo, Jawa Timur",Kab,SLB,40,205,15,78,338, 11.8 , 60.7 , 4.4 , 23.1 ,65.32,11.91,19.9
3529,"Kab. Sumenep, Jawa Timur",Kab,SLB,14,22,2,0,38, 36.8 , 57.9 , 5.3 , -   ,44.25,6.25,13.4
3503,"Kab. Trenggalek, Jawa Timur",Kab,SLB,7,4,0,7,18, 38.9 , 22.2 , -   , 38.9 ,46.67,6.33,17
3523,"Kab. Tuban, Jawa Timur",Kab,SLB,0,18,0,0,18, -   , 100.0 , -   , -   ,36,5,14.4
3504,"Kab. Tulungagung, Jawa Timur",Kab,SLB,28,33,0,0,61, 45.9 , 54.1 , -   , -   ,49.4,3.6,14.7
3579,"Kota Batu, Jawa Timur",Kota,SLB,6,12,0,0,18, 33.3 , 66.7 , -   , -   ,93,15,9.9
3572,"Kota Blitar, Jawa Timur",Kota,SLB,2,14,2,0,18, 11.1 , 77.8 , 11.1 , -   ,57.4,3.6,18.1
3571,"Kota Kediri, Jawa Timur",Kota,SLB,15,28,0,0,43, 34.9 , 65.1 , -   , -   ,38.8,8.4,15.1
